INFO buildroot.py:491:  Mock Version: 2.12
DEBUG util.py:624:  child environment: None
DEBUG util.py:542:  Executing command: ['/bin/mount', '-n', '-t', 'tmpfs', '-o', 'rprivate', 'tmpfs', '/var/lib/mock/sdk7/root/sys'] with env {'TERM': 'vt100', 'SHELL': '/bin/sh', 'HOME': '/builddir', 'HOSTNAME': 'mock', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'LANG': 'C.UTF-8'} and shell False
DEBUG util.py:598:  Child return code was: 0
DEBUG file_util.py:17:  ensuring that dir exists: /var/lib/mock/sdk7/root/sys
DEBUG util.py:624:  child environment: None
DEBUG util.py:542:  Executing command: ['/bin/mount', '-n', '-o', 'rbind', '/sys', '/var/lib/mock/sdk7/root/sys'] with env {'TERM': 'vt100', 'SHELL': '/bin/sh', 'HOME': '/builddir', 'HOSTNAME': 'mock', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'LANG': 'C.UTF-8'} and shell False
DEBUG util.py:598:  Child return code was: 0
DEBUG util.py:624:  child environment: None
DEBUG util.py:542:  Executing command: ['/bin/mount', '-n', '-o', 'remount,nodev,noexec,nosuid,readonly,rprivate,rbind', '/sys', '/var/lib/mock/sdk7/root/sys'] with env {'TERM': 'vt100', 'SHELL': '/bin/sh', 'HOME': '/builddir', 'HOSTNAME': 'mock', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'LANG': 'C.UTF-8'} and shell False
DEBUG util.py:598:  Child return code was: 0
DEBUG file_util.py:17:  ensuring that dir exists: /var/lib/mock/sdk7/root/dev/shm
DEBUG util.py:624:  child environment: None
DEBUG util.py:542:  Executing command: ['/bin/mount', '-n', '-t', 'tmpfs', 'tmpfs', '/var/lib/mock/sdk7/root/dev/shm'] with env {'TERM': 'vt100', 'SHELL': '/bin/sh', 'HOME': '/builddir', 'HOSTNAME': 'mock', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'LANG': 'C.UTF-8'} and shell False
DEBUG util.py:598:  Child return code was: 0
DEBUG file_util.py:17:  ensuring that dir exists: /var/lib/mock/sdk7/root/dev/pts
DEBUG util.py:624:  child environment: None
DEBUG util.py:542:  Executing command: ['/bin/mount', '-n', '-t', 'devpts', '-o', 'gid=5,mode=0620,ptmxmode=0666,newinstance', 'devpts', '/var/lib/mock/sdk7/root/dev/pts'] with env {'TERM': 'vt100', 'SHELL': '/bin/sh', 'HOME': '/builddir', 'HOSTNAME': 'mock', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'LANG': 'C.UTF-8'} and shell False
DEBUG util.py:598:  Child return code was: 0
DEBUG file_util.py:17:  ensuring that dir exists: /var/lib/mock/sdk7/root/installation-homedir
DEBUG package_manager.py:197:  ['/usr/bin/yum-builddep', '--installroot', '/var/lib/mock/sdk7/root/', '--releasever', '7', '/var/lib/mock/sdk7/root//builddir/build/SRPMS/redborder-logstash-plugins-1.0.2-1.el7.rb.src.rpm']
DEBUG util.py:624:  child environment: None
DEBUG util.py:536:  Using nspawn with args ['--capability=cap_ipc_lock', '--bind=/tmp/mock-resolv.pmi4d1a9:/etc/resolv.conf']
DEBUG util.py:542:  Executing command: ['/usr/bin/systemd-nspawn', '-q', '-M', '47a93a0b2e74481587f841ab602b017b', '-D', '/var/lib/mock/sdk7-bootstrap/root', '--capability=cap_ipc_lock', '--bind=/tmp/mock-resolv.pmi4d1a9:/etc/resolv.conf', '--setenv=TERM=vt100', '--setenv=SHELL=/bin/bash', '--setenv=HOME=/var/lib/mock/sdk7/root/installation-homedir', '--setenv=HOSTNAME=mock', '--setenv=PATH=/usr/bin:/bin:/usr/sbin:/sbin', '--setenv=PROMPT_COMMAND=printf "\\033]0;<mock-chroot>\\007"', '--setenv=PS1=<mock-chroot> \\s-\\v\\$ ', '--setenv=LANG=C.UTF-8', '--setenv=LC_MESSAGES=C.UTF-8', '/usr/bin/yum-builddep', '--installroot', '/var/lib/mock/sdk7/root/', '--releasever', '7', '/var/lib/mock/sdk7/root//builddir/build/SRPMS/redborder-logstash-plugins-1.0.2-1.el7.rb.src.rpm'] with env {'TERM': 'vt100', 'SHELL': '/bin/bash', 'HOME': '/var/lib/mock/sdk7/root/installation-homedir', 'HOSTNAME': 'mock', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'PROMPT_COMMAND': 'printf "\\033]0;<mock-chroot>\\007"', 'PS1': '<mock-chroot> \\s-\\v\\$ ', 'LANG': 'C.UTF-8', 'LC_MESSAGES': 'C.UTF-8', 'SYSTEMD_NSPAWN_TMPFS_TMP': '0'} and shell False
DEBUG util.py:444:  Failed to create directory /var/lib/mock/sdk7-bootstrap/root//sys/fs/selinux: Read-only file system
DEBUG util.py:444:  Failed to create directory /var/lib/mock/sdk7-bootstrap/root//sys/fs/selinux: Read-only file system
DEBUG util.py:444:  Failed to set locale, defaulting to C
DEBUG util.py:446:  base                                                                                                                                                                  | 3.6 kB  00:00:00     
DEBUG util.py:446:  centos-sclo-rh                                                                                                                                                        | 3.0 kB  00:00:00     
DEBUG util.py:446:  centos-sclo-sclo                                                                                                                                                      | 3.0 kB  00:00:00     
DEBUG util.py:446:  epel                                                                                                                                                                  | 4.7 kB  00:00:00     
DEBUG util.py:446:  extras                                                                                                                                                                | 2.9 kB  00:00:00     
DEBUG util.py:446:  logstash-7.x                                                                                                                                                          | 1.3 kB  00:00:00     
DEBUG util.py:446:  redborder-devel                                                                                                                                                       | 3.4 kB  00:00:00     
DEBUG util.py:446:  updates                                                                                                                                                               | 2.9 kB  00:00:00     
DEBUG util.py:446:  Getting requirements for redborder-logstash-plugins-1.0.2-1.el7.rb.src
DEBUG util.py:446:   --> yum-3.4.3-168.el7.centos.noarch
DEBUG util.py:446:  --> Running transaction check
DEBUG util.py:446:  ---> Package yum.noarch 0:3.4.3-168.el7.centos will be installed
DEBUG util.py:446:  --> Processing Dependency: python(abi) = 2.7 for package: yum-3.4.3-168.el7.centos.noarch
DEBUG util.py:446:  --> Processing Dependency: yum-metadata-parser >= 1.1.0 for package: yum-3.4.3-168.el7.centos.noarch
DEBUG util.py:446:  --> Processing Dependency: python-urlgrabber >= 3.10-8 for package: yum-3.4.3-168.el7.centos.noarch
DEBUG util.py:446:  --> Processing Dependency: python >= 2.4 for package: yum-3.4.3-168.el7.centos.noarch
DEBUG util.py:446:  --> Processing Dependency: yum-plugin-fastestmirror for package: yum-3.4.3-168.el7.centos.noarch
DEBUG util.py:446:  --> Processing Dependency: rpm-python for package: yum-3.4.3-168.el7.centos.noarch
DEBUG util.py:446:  --> Processing Dependency: pyxattr for package: yum-3.4.3-168.el7.centos.noarch
DEBUG util.py:446:  --> Processing Dependency: python-sqlite for package: yum-3.4.3-168.el7.centos.noarch
DEBUG util.py:446:  --> Processing Dependency: python-iniparse for package: yum-3.4.3-168.el7.centos.noarch
DEBUG util.py:446:  --> Processing Dependency: pyliblzma for package: yum-3.4.3-168.el7.centos.noarch
DEBUG util.py:446:  --> Processing Dependency: pygpgme for package: yum-3.4.3-168.el7.centos.noarch
DEBUG util.py:446:  --> Processing Dependency: /usr/bin/python for package: yum-3.4.3-168.el7.centos.noarch
DEBUG util.py:446:  --> Running transaction check
DEBUG util.py:446:  ---> Package pygpgme.x86_64 0:0.3-9.el7 will be installed
DEBUG util.py:446:  --> Processing Dependency: libgpgme.so.11(GPGME_1.1)(64bit) for package: pygpgme-0.3-9.el7.x86_64
DEBUG util.py:446:  --> Processing Dependency: libgpgme.so.11(GPGME_1.0)(64bit) for package: pygpgme-0.3-9.el7.x86_64
DEBUG util.py:446:  --> Processing Dependency: libgpgme.so.11()(64bit) for package: pygpgme-0.3-9.el7.x86_64
DEBUG util.py:446:  ---> Package pyliblzma.x86_64 0:0.5.3-11.el7 will be installed
DEBUG util.py:446:  ---> Package python.x86_64 0:2.7.5-90.el7 will be installed
DEBUG util.py:446:  ---> Package python-iniparse.noarch 0:0.4-9.el7 will be installed
DEBUG util.py:446:  ---> Package python-urlgrabber.noarch 0:3.10-10.el7 will be installed
DEBUG util.py:446:  --> Processing Dependency: python-pycurl for package: python-urlgrabber-3.10-10.el7.noarch
DEBUG util.py:446:  ---> Package pyxattr.x86_64 0:0.5.1-5.el7 will be installed
DEBUG util.py:446:  ---> Package rpm-python.x86_64 0:4.11.3-46.el7_9 will be installed
DEBUG util.py:446:  ---> Package yum-metadata-parser.x86_64 0:1.1.4-10.el7 will be installed
DEBUG util.py:446:  ---> Package yum-plugin-fastestmirror.noarch 0:1.1.31-54.el7_8 will be installed
DEBUG util.py:446:  --> Running transaction check
DEBUG util.py:446:  ---> Package gpgme.x86_64 0:1.3.2-5.el7 will be installed
DEBUG util.py:446:  ---> Package python-pycurl.x86_64 0:7.19.0-19.el7 will be installed
DEBUG util.py:446:  --> Finished Dependency Resolution
DEBUG util.py:446:  Dependencies Resolved
DEBUG util.py:446:  =============================================================================================================================================================================================
DEBUG util.py:446:   Package                                                Arch                                 Version                                             Repository                             Size
DEBUG util.py:446:  =============================================================================================================================================================================================
DEBUG util.py:446:  Installing:
DEBUG util.py:446:   yum                                                    noarch                               3.4.3-168.el7.centos                                base                                  1.2 M
DEBUG util.py:446:  Installing for dependencies:
DEBUG util.py:446:   gpgme                                                  x86_64                               1.3.2-5.el7                                         base                                  146 k
DEBUG util.py:446:   pygpgme                                                x86_64                               0.3-9.el7                                           base                                   63 k
DEBUG util.py:446:   pyliblzma                                              x86_64                               0.5.3-11.el7                                        base                                   47 k
DEBUG util.py:446:   python                                                 x86_64                               2.7.5-90.el7                                        updates                                96 k
DEBUG util.py:446:   python-iniparse                                        noarch                               0.4-9.el7                                           base                                   39 k
DEBUG util.py:446:   python-pycurl                                          x86_64                               7.19.0-19.el7                                       base                                   80 k
DEBUG util.py:446:   python-urlgrabber                                      noarch                               3.10-10.el7                                         base                                  108 k
DEBUG util.py:446:   pyxattr                                                x86_64                               0.5.1-5.el7                                         base                                   28 k
DEBUG util.py:446:   rpm-python                                             x86_64                               4.11.3-46.el7_9                                     updates                                84 k
DEBUG util.py:446:   yum-metadata-parser                                    x86_64                               1.1.4-10.el7                                        base                                   28 k
DEBUG util.py:446:   yum-plugin-fastestmirror                               noarch                               1.1.31-54.el7_8                                     base                                   34 k
DEBUG util.py:446:  Transaction Summary
DEBUG util.py:446:  =============================================================================================================================================================================================
DEBUG util.py:446:  Install  1 Package (+11 Dependent packages)
DEBUG util.py:446:  Total size: 2.0 M
DEBUG util.py:446:  Installed size: 7.7 M
DEBUG util.py:446:  Downloading packages:
DEBUG util.py:446:  Running transaction check
DEBUG util.py:446:  Running transaction test
DEBUG util.py:446:  Transaction test succeeded
DEBUG util.py:446:  Running transaction
DEBUG util.py:446:    Installing : python-2.7.5-90.el7.x86_64                                                                                                                                               1/12 
DEBUG util.py:446:    Installing : rpm-python-4.11.3-46.el7_9.x86_64                                                                                                                                        2/12 
DEBUG util.py:446:    Installing : pyliblzma-0.5.3-11.el7.x86_64                                                                                                                                            3/12 
DEBUG util.py:446:    Installing : python-pycurl-7.19.0-19.el7.x86_64                                                                                                                                       4/12 
DEBUG util.py:446:    Installing : python-urlgrabber-3.10-10.el7.noarch                                                                                                                                     5/12 
DEBUG util.py:446:    Installing : python-iniparse-0.4-9.el7.noarch                                                                                                                                         6/12 
DEBUG util.py:446:    Installing : pyxattr-0.5.1-5.el7.x86_64                                                                                                                                               7/12 
DEBUG util.py:446:    Installing : yum-metadata-parser-1.1.4-10.el7.x86_64                                                                                                                                  8/12 
DEBUG util.py:446:    Installing : gpgme-1.3.2-5.el7.x86_64                                                                                                                                                 9/12 
DEBUG util.py:446:    Installing : pygpgme-0.3-9.el7.x86_64                                                                                                                                                10/12 
DEBUG util.py:446:    Installing : yum-plugin-fastestmirror-1.1.31-54.el7_8.noarch                                                                                                                         11/12 
DEBUG util.py:446:    Installing : yum-3.4.3-168.el7.centos.noarch                                                                                                                                         12/12 
DEBUG util.py:446:  warning: /etc/yum.conf created as /etc/yum.conf.rpmnew
DEBUG util.py:446:    Verifying  : pygpgme-0.3-9.el7.x86_64                                                                                                                                                 1/12 
DEBUG util.py:446:    Verifying  : yum-3.4.3-168.el7.centos.noarch                                                                                                                                          2/12 
DEBUG util.py:446:    Verifying  : python-2.7.5-90.el7.x86_64                                                                                                                                               3/12 
DEBUG util.py:446:    Verifying  : gpgme-1.3.2-5.el7.x86_64                                                                                                                                                 4/12 
DEBUG util.py:446:    Verifying  : rpm-python-4.11.3-46.el7_9.x86_64                                                                                                                                        5/12 
DEBUG util.py:446:    Verifying  : pyliblzma-0.5.3-11.el7.x86_64                                                                                                                                            6/12 
DEBUG util.py:446:    Verifying  : python-pycurl-7.19.0-19.el7.x86_64                                                                                                                                       7/12 
DEBUG util.py:446:    Verifying  : python-urlgrabber-3.10-10.el7.noarch                                                                                                                                     8/12 
DEBUG util.py:446:    Verifying  : python-iniparse-0.4-9.el7.noarch                                                                                                                                         9/12 
DEBUG util.py:446:    Verifying  : yum-plugin-fastestmirror-1.1.31-54.el7_8.noarch                                                                                                                         10/12 
DEBUG util.py:446:    Verifying  : pyxattr-0.5.1-5.el7.x86_64                                                                                                                                              11/12 
DEBUG util.py:446:    Verifying  : yum-metadata-parser-1.1.4-10.el7.x86_64                                                                                                                                 12/12 
DEBUG util.py:446:  Installed:
DEBUG util.py:446:    yum.noarch 0:3.4.3-168.el7.centos                                                                                                                                                          
DEBUG util.py:446:  Dependency Installed:
DEBUG util.py:446:    gpgme.x86_64 0:1.3.2-5.el7                 pygpgme.x86_64 0:0.3-9.el7                       pyliblzma.x86_64 0:0.5.3-11.el7                          python.x86_64 0:2.7.5-90.el7       
DEBUG util.py:446:    python-iniparse.noarch 0:0.4-9.el7         python-pycurl.x86_64 0:7.19.0-19.el7             python-urlgrabber.noarch 0:3.10-10.el7                   pyxattr.x86_64 0:0.5.1-5.el7       
DEBUG util.py:446:    rpm-python.x86_64 0:4.11.3-46.el7_9        yum-metadata-parser.x86_64 0:1.1.4-10.el7        yum-plugin-fastestmirror.noarch 0:1.1.31-54.el7_8       
DEBUG util.py:446:  Complete!
DEBUG util.py:598:  Child return code was: 0
DEBUG util.py:624:  child environment: None
DEBUG util.py:542:  Executing command: ['/bin/umount', '-n', '-l', '/var/lib/mock/sdk7/root/dev/pts'] with env {'TERM': 'vt100', 'SHELL': '/bin/sh', 'HOME': '/builddir', 'HOSTNAME': 'mock', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'LANG': 'C.UTF-8'} and shell False
DEBUG util.py:598:  Child return code was: 0
DEBUG util.py:624:  child environment: None
DEBUG util.py:542:  Executing command: ['/bin/umount', '-n', '-l', '/var/lib/mock/sdk7/root/dev/shm'] with env {'TERM': 'vt100', 'SHELL': '/bin/sh', 'HOME': '/builddir', 'HOSTNAME': 'mock', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'LANG': 'C.UTF-8'} and shell False
DEBUG util.py:598:  Child return code was: 0
DEBUG util.py:624:  child environment: None
DEBUG util.py:542:  Executing command: ['/bin/umount', '-n', '-l', '/var/lib/mock/sdk7/root/sys'] with env {'TERM': 'vt100', 'SHELL': '/bin/sh', 'HOME': '/builddir', 'HOSTNAME': 'mock', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'LANG': 'C.UTF-8'} and shell False
DEBUG util.py:598:  Child return code was: 0
DEBUG util.py:624:  child environment: None
DEBUG util.py:542:  Executing command: ['/bin/umount', '-n', '-l', '/var/lib/mock/sdk7/root/sys'] with env {'TERM': 'vt100', 'SHELL': '/bin/sh', 'HOME': '/builddir', 'HOSTNAME': 'mock', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'LANG': 'C.UTF-8'} and shell False
DEBUG util.py:598:  Child return code was: 0
DEBUG util.py:624:  child environment: None
DEBUG util.py:542:  Executing command: ['/bin/umount', '-n', '-l', '/var/lib/mock/sdk7/root/proc'] with env {'TERM': 'vt100', 'SHELL': '/bin/sh', 'HOME': '/builddir', 'HOSTNAME': 'mock', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'LANG': 'C.UTF-8'} and shell False
DEBUG util.py:598:  Child return code was: 0
DEBUG util.py:624:  child environment: None
DEBUG util.py:542:  Executing command: ['/bin/umount', '-n', '-l', '/var/lib/mock/sdk7/root/proc'] with env {'TERM': 'vt100', 'SHELL': '/bin/sh', 'HOME': '/builddir', 'HOSTNAME': 'mock', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'LANG': 'C.UTF-8'} and shell False
DEBUG util.py:598:  Child return code was: 0
DEBUG util.py:169:  kill orphans
DEBUG util.py:624:  child environment: None
DEBUG util.py:536:  Using nspawn with args None
DEBUG util.py:542:  Executing command: ['/usr/bin/systemd-nspawn', '-q', '-M', '2e3013dfd3f64c1f877ad7f3d7508289', '-D', '/var/lib/mock/sdk7-bootstrap/root', '--setenv=TERM=vt100', '--setenv=SHELL=/bin/bash', '--setenv=HOME=/builddir', '--setenv=HOSTNAME=mock', '--setenv=PATH=/usr/bin:/bin:/usr/sbin:/sbin', '--setenv=PROMPT_COMMAND=printf "\\033]0;<mock-chroot>\\007"', '--setenv=PS1=<mock-chroot> \\s-\\v\\$ ', '--setenv=LANG=C.UTF-8', '/bin/sh', '-c', "rpm -qa --root '/var/lib/mock/sdk7/root' --qf '%{nevra} %{buildtime} %{size} %{pkgid} installed\\n'"] with env {'TERM': 'vt100', 'SHELL': '/bin/bash', 'HOME': '/builddir', 'HOSTNAME': 'mock', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'PROMPT_COMMAND': 'printf "\\033]0;<mock-chroot>\\007"', 'PS1': '<mock-chroot> \\s-\\v\\$ ', 'LANG': 'C.UTF-8', 'SYSTEMD_NSPAWN_TMPFS_TMP': '0'} and shell False
DEBUG util.py:444:  Failed to create directory /var/lib/mock/sdk7-bootstrap/root//sys/fs/selinux: Read-only file system
DEBUG util.py:444:  Failed to create directory /var/lib/mock/sdk7-bootstrap/root//sys/fs/selinux: Read-only file system
DEBUG util.py:446:  gpg-pubkey-352c64e5-52ae6884 1387161732 0 (none) installed
DEBUG util.py:446:  centos-release-7-9.2009.1.el7.centos.x86_64 1606144121 44787 3bd5cfe3f55b8a69ea5e20304ca50b37 installed
DEBUG util.py:446:  filesystem-3.2-25.el7.x86_64 1523422829 0 93e1c91a2dbd4d3ac61fb70a40a7c228 installed
DEBUG util.py:446:  python-rpm-macros-3-34.el7.noarch 1602605024 4234 9c48c27d0b87e5fcf31da492d4a9125d installed
DEBUG util.py:446:  ncurses-base-5.9-14.20130511.el7_4.noarch 1504735709 223432 c955fdfe1f8f20b1053a34918e44bd58 installed
DEBUG util.py:446:  kernel-headers-3.10.0-1160.45.1.el7.x86_64 1634146676 3946900 b4d995dbde11cd4a65e134fd87ee05c7 installed
DEBUG util.py:446:  glibc-common-2.17-325.el7_9.x86_64 1634149767 226621545 4a10afb337886b74e4d9752a22849c23 installed
DEBUG util.py:446:  nspr-4.32.0-1.el7_9.x86_64 1634166509 287576 a7111908774b57d3d1cba3fef452f0b8 installed
DEBUG util.py:446:  libstdc++-4.8.5-44.el7.x86_64 1601433759 1081666 4bf771ddbb632e6b6da76cc3bd14e425 installed
DEBUG util.py:446:  bash-4.2.46-34.el7.x86_64 1585707598 3667724 86e00661a92ff5c659ba45c01c461639 installed
DEBUG util.py:446:  pcre-8.32-17.el7.x86_64 1501643292 1475532 04a1926cc29eef0f79f8183eb7907024 installed
DEBUG util.py:446:  zlib-1.2.7-19.el7_9.x86_64 1612283734 185222 e126ea17601d44553d52f69a8f08f2a5 installed
DEBUG util.py:446:  bzip2-libs-1.0.6-13.el7.x86_64 1447995892 70093 0486f0b02e0caa4195761266798e7a26 installed
DEBUG util.py:446:  elfutils-libelf-0.176-5.el7.x86_64 1601569823 916150 c45c186cf049050f6df0210fbbe3ca82 installed
DEBUG util.py:446:  sed-4.2.2-7.el7.x86_64 1601487357 601267 4523ac99048091e140e598af1d653721 installed
DEBUG util.py:446:  popt-1.13-16.el7.x86_64 1402373003 88516 87f5d6bac8f205fb14e2072e4b47ce23 installed
DEBUG util.py:446:  libacl-2.2.51-15.el7.x86_64 1585707377 37064 d3435c79733c964eb141830587d52eb6 installed
DEBUG util.py:446:  readline-6.2-11.el7.x86_64 1565266059 460424 f45c914245b90ee8c80c08740ef19837 installed
DEBUG util.py:446:  libgcrypt-1.5.3-14.el7.x86_64 1501689307 597727 88c64dc7c3aed6a156e4dee5def38300 installed
DEBUG util.py:446:  chkconfig-1.7.6-1.el7.x86_64 1602604010 779655 d118157f4ea930eba79b3875990b1fe7 installed
DEBUG util.py:446:  grep-2.20-3.el7.x86_64 1501743524 1195131 92bc957d1c4fc3764e134d8f82544abe installed
DEBUG util.py:446:  libuuid-2.23.2-65.el7_9.1.x86_64 1612283515 20278 01d1282604566ddad6b1360861dbcf49 installed
DEBUG util.py:446:  libcom_err-1.42.9-19.el7.x86_64 1601481804 60425 17ce0e8ec66bb2984af53998bde8a4d2 installed
DEBUG util.py:446:  xz-5.2.2-1.el7.x86_64 1478359687 798130 3e6f05008f7af7931aa8257964527f1a installed
DEBUG util.py:446:  gawk-4.0.2-4.el7_3.1.x86_64 1498686770 2435978 5efa8feaeb12d57cda1a9bcd9c8af917 installed
DEBUG util.py:446:  cpio-2.11-28.el7.x86_64 1602604082 689345 4a25327c4e1ef56cbe9c481943bfebba installed
DEBUG util.py:446:  libcap-ng-0.7.5-4.el7.x86_64 1448001510 50510 84efa5ca78408f78e606e7c8d1816759 installed
DEBUG util.py:446:  p11-kit-0.23.5-3.el7.x86_64 1501889820 1337825 9a0f49ca3b6d58aeb05780003cae38f1 installed
DEBUG util.py:446:  nss-softokn-3.67.0-3.el7_9.x86_64 1634168892 1355710 c6c30e228970381a08ebb8eeb36a7a37 installed
DEBUG util.py:446:  lz4-1.8.3-1.el7.x86_64 1601484911 205463 50e943f036504021a9de980b04f402c1 installed
DEBUG util.py:446:  file-5.11-37.el7.x86_64 1601482103 67368 17bacde6c0399ce011dc390b48fda094 installed
DEBUG util.py:446:  libmetalink-0.1.3-1.el7.x86_64 1479285242 68600 07743f40947712738f5e827972537bb0 installed
DEBUG util.py:446:  libassuan-2.1.0-3.el7.x86_64 1402341240 155391 c4c94aadc9da58f576b4ef238d0136cb installed
DEBUG util.py:446:  patch-2.7.1-12.el7_7.x86_64 1571788780 215353 9a704b9a2dde0e91be95a333d8d12efb installed
DEBUG util.py:446:  perl-parent-1:0.225-244.el7.noarch 1402384520 8141 d902f1a3426caa19ccbccf09263c54f6 installed
DEBUG util.py:446:  perl-podlators-2.5.1-3.el7.noarch 1402343776 287679 8e070dd716e3adf3c297291accaa4348 installed
DEBUG util.py:446:  perl-Pod-Escapes-1:1.04-299.el7_9.noarch 1612284229 21091 f740345d55e41d9a92d1308cb2891ce8 installed
DEBUG util.py:446:  perl-Encode-2.51-7.el7.x86_64 1402368585 10176350 713ce27ff4434807ff7060b333ed8873 installed
DEBUG util.py:446:  perl-threads-1.87-4.el7.x86_64 1402377734 98615 29739d2f766c8bd85e85de9f8ccb7367 installed
DEBUG util.py:446:  perl-Storable-2.45-3.el7.x86_64 1402367398 181031 25787b4b609f3ee50d1c7f33d29e0102 installed
DEBUG util.py:446:  perl-Exporter-5.68-3.el7.noarch 1402373350 56612 d6e7deb74b149e4b7aa23a998a127bb4 installed
DEBUG util.py:446:  perl-constant-1.27-2.el7.noarch 1402368682 26364 f3ecfa1ce48e13496322e341a3f0b72c installed
DEBUG util.py:446:  perl-Socket-2.010-5.el7.x86_64 1585713790 114497 978a2da5b65bb1f2b500d0da90e80f8b installed
DEBUG util.py:446:  perl-File-Path-2.09-2.el7.noarch 1402361289 50067 94d54ef6ce6893ae2a4400c4b0ce79b7 installed
DEBUG util.py:446:  perl-PathTools-3.40-5.el7.x86_64 1402373476 174131 c597987071b0f81a0029667e83e1ecae installed
DEBUG util.py:446:  perl-Scalar-List-Utils-1.27-248.el7.x86_64 1402358220 67994 2fb261c150fc06b1a978809c5a9c706e installed
DEBUG util.py:446:  perl-Pod-Simple-1:3.28-4.el7.noarch 1402365613 538320 8e5edeb936a154537062b776eb41cb7d installed
DEBUG util.py:446:  perl-4:5.16.3-299.el7_9.x86_64 1612283772 23556436 99e96640535d2b1b015f48e7e872bebc installed
DEBUG util.py:446:  libdb-utils-5.3.21-25.el7.x86_64 1565309918 322471 75032d455ebe208a62eef3f2b83af865 installed
DEBUG util.py:446:  kmod-libs-20-28.el7.x86_64 1585709895 91800 b5b5262c5f2bc70956eaab42f0b8f1ed installed
DEBUG util.py:446:  bzip2-1.0.6-13.el7.x86_64 1447995892 83791 704f597825711270b0ba2af51bebecae installed
DEBUG util.py:446:  zip-3.0-11.el7.x86_64 1478364595 815173 f49ae6270a053005b67e417123691ca7 installed
DEBUG util.py:446:  libgomp-4.8.5-44.el7.x86_64 1601433759 212144 91a373019a746039e03c07bd6e19c7d0 installed
DEBUG util.py:446:  glibc-devel-2.17-325.el7_9.x86_64 1634149767 1066188 fa4eb1429ebc8f4604597b1f0cf435df installed
DEBUG util.py:446:  libicu-50.2-4.el7_7.x86_64 1584751887 25221945 287ebd4a41ee1de22d8abb4c15f82884 installed
DEBUG util.py:446:  libstdc++-devel-4.8.5-44.el7.x86_64 1601433759 8436804 83a577b67ba3e4fad3eb10c7c19fc381 installed
DEBUG util.py:446:  ustr-1.0.4-16.el7.x86_64 1402344766 285943 58bb2ebb64b048e24a4c7d5d51170f55 installed
DEBUG util.py:446:  libverto-0.2.5-4.el7.x86_64 1402386261 23060 341bae036f22ce087486f4d9e180caee installed
DEBUG util.py:446:  p11-kit-trust-0.23.5-3.el7.x86_64 1501889820 437261 2dc2f7ab212401098e8821ce23f21741 installed
DEBUG util.py:446:  hardlink-1:1.0-19.el7.x86_64 1402381564 16545 3a1bcd8e12bbdbced75d74b5919a039a installed
DEBUG util.py:446:  keyutils-libs-1.5.8-3.el7.x86_64 1402366675 42138 e31fa37a714787d3d72e0a9316c3a85b installed
DEBUG util.py:446:  coreutils-8.22-24.el7_9.2.x86_64 1605565499 14594210 21873db92cb3c945747024de6b034910 installed
DEBUG util.py:446:  libblkid-2.23.2-65.el7_9.1.x86_64 1612283515 265925 86fcddd4998b8a8559299d9e1ab02424 installed
DEBUG util.py:446:  cracklib-2.9.0-11.el7.x86_64 1402378933 209610 a973d883d6785904e49266428bb3ed90 installed
DEBUG util.py:446:  glib2-2.56.1-9.el7_9.x86_64 1623255133 12174105 580cf60d7017ca850ce749d5e9596352 installed
DEBUG util.py:446:  binutils-2.27-44.base.el7.x86_64 1601570234 25166634 5ededccac7b3eae65440faa0ce046cab installed
DEBUG util.py:446:  pkgconfig-1:0.27.1-4.el7.x86_64 1402351548 105522 ef58117c9c617599952c0642ff5e8d00 installed
DEBUG util.py:446:  pam-1.1.8-23.el7.x86_64 1585713659 2632373 4a759efcb0060afe29709c051707f971 installed
DEBUG util.py:446:  libutempter-1.1.6-4.el7.x86_64 1402365826 49749 8e28747e6a84b84af7d78c84cd8cd5e8 installed
DEBUG util.py:446:  cyrus-sasl-lib-2.1.26-23.el7.x86_64 1523420459 396911 6d06f1337b143c25bc7358255d433006 installed
DEBUG util.py:446:  nss-3.67.0-3.el7_9.x86_64 1634181660 2540666 45b240c332f2f31c940881f6cb6679ac installed
DEBUG util.py:446:  nss-tools-3.67.0-3.el7_9.x86_64 1634181660 2261259 5a421766fa695cf8310ca5e223c6e66f installed
DEBUG util.py:446:  gdb-7.6.1-120.el7.x86_64 1601482700 7375630 d972171eeec1e05c2ec958c5afd2581b installed
DEBUG util.py:446:  libcurl-7.48.0-1.el7.centos.x86_64 1464951600 495064 3639d9c8176c7a49b09d3d5d932108b9 installed
